432;39513.4;9075.16;21;220.8
437;39328.6;9710.02;21;248.8
439;38990;9865.5;20;286.8
443;38980.9;10102.9;21;286.8
444;38827.6;10586.7;21;314.8
447;38790.5;10070.1;20;300.8
449;38760.1;10290.8;20;300.8
450;38558.6;9729.13;21;326.4
452;38181;9625.98;21;358.8
453;37905.1;9053.24;22;392.4
455;37901.9;9195.66;22;392.4
456;37866.8;9049.73;22;402.4
457;37673.2;8722.28;21;424.4
458;37670;8787.38;23;424.4
461;37600;9026.46;25;424.4
462;37574.2;8636.26;25;442.4
463;37410.9;8810.61;24;442.4
466;37249.8;8600.19;21;460.4
467;37245;8656.79;21;460.4
469;37241.8;8765.04;23;460.4
471;37058.8;8415.06;23;480.4
473;37052.4;8516.15;21;480.4
474;37017.8;8703.33;23;484.8
475;36968;8308.28;21;492.4
477;36734.4;6829.33;20;548.4
482;36223.3;6210.75;23;580.4
485;35996.1;4792.48;23;628.4
486;35977.4;5556.37;24;606.4
488;35817;4370.39;21;646.4
492;35641;4478.74;20;666.4
494;35636.7;5427.15;23;644.4
495;35421.7;5137.44;21;666.4
496;35389.6;4674.15;22;686.4
498;35270.8;5053.43;22;686.4
500;35129;4041.28;21;734.4
502;34956;3890.88;19;754.4
503;34911.6;4058.6;19;754.4
506;34837.2;4473;19;754.4
510;34749.2;4978.61;20;754.4
511;34643.5;5152.8;21;754.4
512;34630.4;5278.64;20;754.4
515;34579.1;5679.82;20;754.8
516;34541.6;6198.09;20;758.8
518;34358.6;5975.69;20;778.8
522;34345.8;6374.21;21;778.8
524;34342.6;6566.64;19;778.8
526;34318.5;7215.34;22;808.8
527;34013.9;6792.74;20;836.8
530;33967.5;7029.89;22;844.8
532;33908.3;7192.03;20;852.8
533;33895.1;7269.48;20;854.8
534;33835.5;7323.15;22;864.8
536;33792.3;7449.44;21;872.8
537;33780.7;7519.13;22;874.8
539;33776.9;7697.54;19;872.8
541;33558.9;7653.86;20;912.8
546;33551.2;8011.33;21;912.8
548;33549.8;8150.54;21;912.8
549;33549.1;8219.79;22;912.8
550;33349.4;8099.27;23;944.8
556;33126.5;8156.58;23;984.8
564;32932.3;8786.3;24;1040.8
566;32703.5;8172.25;23;1066.8
571;32538.8;7911.35;23;1084.8
572;32523.2;7967.43;24;1084.8
577;32516.2;8190.56;25;1084.8
579;32501.5;8287.91;23;1084.8
581;32498.7;8080.18;23;1084.8
584;32487.2;8215.87;24;1084.8
587;32481.7;8640.96;24;1084.8
588;32480.1;8558.05;22;1084.8
589;32475.7;8433.24;23;1084.8
590;32319.2;8023.75;22;1102.8
591;32312.2;8069.94;22;1102.8
592;32309.2;8113.08;24;1102.8
596;32296.3;8284.49;26;1102.8
600;32296.2;8444.25;22;1102.8
601;32274.3;6947.16;23;1102.8
605;32267.9;7108.75;24;1102.8
609;32261.5;7268.22;24;1102.8
610;32259.9;7307.81;24;1102.8
611;32256.9;7348.28;22;1102.8
612;32255.3;7387.42;22;1102.8
613;32239.7;7436.68;24;1102.8
615;32235.1;7515.68;25;1102.8
617;32231.9;7593.01;27;1102.8
621;32217.1;7752.27;28;1102.8
623;32214.6;7827.7;27;1102.8
624;32211.6;7866.37;24;1102.8
625;32204.6;7907.85;25;1102.8
627;32199.8;7983.93;27;1102.8
628;32196.8;8022.24;29;1102.8
629;32193.1;7536.07;27;1102.8
630;32191.9;8097.48;29;1102.8
631;32188.9;8135.47;25;1102.8
633;32179.7;8213.12;24;1102.8
636;32169.3;8326.27;28;1102.8
641;32161.3;8506.28;26;1102.8
642;32159;7895.82;23;1102.8
643;32149;8583.67;28;1102.8
646;32145.6;8688.68;28;1102.8
648;32140.3;8235.24;29;1102.8
649;32133.1;8273.99;26;1102.8
650;32131.5;7324.74;24;1102.8
652;32128.3;8249.73;28;1102.8
653;32119.7;8941.93;25;1102.8
655;32119.3;9008.55;27;1102.8
656;32111.6;9046.81;28;1102.8
659;32109.5;9146.72;28;1102.8
660;32100.1;8527.47;28;1102.8
661;32097.8;9219.68;28;1102.8
663;32093.2;9287.54;28;1102.8
664;32090.9;9321.18;26;1102.8
665;32083;9358.59;27;1113.2
666;32082.8;8728.92;29;1109.2
668;32080.3;8931.38;27;1107.2
669;32072.4;9493.17;27;1125.2
670;32072.2;9524.91;27;1121.2
671;32071.3;9032.25;26;1119.2
672;32067.6;8925.43;26;1125.2
674;32063.7;9131.21;29;1127.2
675;32052.3;8776.21;28;1155.2
677;32047.7;9234.83;27;1159.2
680;32038.7;9333;29;1171.2
681;32036.6;9889.74;27;1177.2
683;32029.7;9955.09;29;1183.2
686;32022.8;11822.7;28;1189.2
688;32017.9;9588.47;30;1203.2
689;32010.3;9229.63;28;1211.2
692;32004.1;10240.9;29;1215.2
693;31999;9168.52;28;1225.2
694;31996.7;9813.08;29;1227.2
695;31995.1;10386.8;29;1227.2
698;31989.6;9067.37;27;1229.2
699;31985.6;12313;27;1245.2
701;31976.4;10690.6;27;1253.2
703;31973.9;9911.35;29;1251.2
704;31969.5;12521.1;29;1259.2
705;31967.9;12562.1;31;1259.2
706;31962.3;12529.8;29;1275.2
709;31955.6;12701.2;30;1285.2
710;31952.2;10557.9;28;1281.2
712;31944.8;11125.3;28;1293.2
715;31944.2;11334.7;28;1281.2
717;31926.3;10545;29;1323.2
719;31925.6;13023.6;30;1325.2
720;31922.2;11441.9;28;1321.2
721;31918.9;10909.1;29;1335.2
722;31912.7;13107;33;1339.2
723;31912.5;10799.3;30;1335.2
724;31909.5;13174.7;29;1339.2
726;31906.3;13242.1;29;1339.2
727;31901.2;11146.3;29;1349.2
731;31890.6;11813.3;30;1361.2
732;31884.3;13345.8;31;1379.2
735;31875.1;13417.5;31;1387.2
736;31872.1;12356.2;32;1391.2
738;31870.9;13309.3;29;1399.2
739;31865.6;13429.4;31;1405.2
740;31860.8;13460.2;30;1405.2
741;31858.5;13535.4;30;1407.2
742;31856.2;13557.7;31;1409.2
744;31854.4;13626;32;1405.2
745;31843;12968.2;31;1433.2
746;31841.4;13280.6;32;1433.2
749;31833.8;12954.2;30;1441.2
752;31831.1;13412.8;35;1435.2
755;31816.5;13041;32;1463.2
756;31812.8;12700.8;33;1469.2
758;31806.8;12895.1;32;1477.2
759;31806.6;12986.5;32;1473.2
760;31800.3;13009.8;32;1491.2
761;31797.1;12748.6;35;1491.2
764;31792.3;13111.3;33;1491.2
765;31783.7;12530.5;35;1511.2
766;31782.1;12556.6;34;1511.2
767;31778.4;12485.8;34;1517.2
770;31775.7;12661;36;1511.2
771;31769.6;12328.8;32;1533.2
774;31761.6;12408.1;33;1533.2
777;31753.3;12323;35;1543.2
779;31745.9;12179.5;35;1555.2
780;31745;12237.1;34;1553.2
781;31743.4;12262.2;34;1553.2
782;31732.7;11866.5;37;1579.2
786;31727;11998.9;30;1577.2
787;31723.9;11729.6;33;1595.2
789;31711;11555;36;1609.2
790;31709.4;11579.6;36;1609.2
791;31707.8;11604.2;34;1609.2
792;31703.4;11499.4;36;1617.2
795;31695.1;11410.5;37;1627.2
797;31693.9;11326.6;34;1635.2
798;31684;11191.8;34;1645.2
800;31680.8;11239.9;35;1645.2
802;31673.4;11093.3;38;1657.2
806;31664.9;11091.3;34;1663.2
807;31663.9;10917.7;35;1675.2
808;31656.1;10879.1;36;1679.2
809;31653.1;10837.9;36;1683.2
810;31648;10699.3;37;1693.2
813;31643.2;10769.2;36;1693.2
816;31636.9;10544.4;36;1711.2
820;31632;10930.5;37;1693.2
821;31615;10240.5;38;1737.2
824;31606;10114;39;1749.2
825;31605.8;10201.4;37;1745.2
827;31599.3;10018.6;37;1759.2
828;31596.1;10042;38;1759.2
830;31594.3;10349.7;39;1755.2
831;31594.1;9564.36;40;1751.2
832;31589.7;10131;37;1759.2
833;31579;9472.2;38;1785.2
835;31575.8;9519.48;38;1785.2
837;31569.3;9180.28;42;1799.2
838;31568.9;9933.23;38;1791.2
841;31564.1;9995.39;38;1791.2
844;31561.4;9728.81;38;1785.2
845;31545.1;9131.94;40;1827.2
846;31541.4;9236.71;39;1833.2
847;31539.8;9258.11;38;1833.2
849;31531.7;9044.46;42;1847.2
851;31530.6;9141.17;41;1841.2
854;31522.3;9285.42;41;1851.2
856;31510.7;8935.92;40;1875.2
857;31509.1;8955.68;41;1875.2
858;31507.5;8975.42;41;1875.2
859;31505.9;8995.21;41;1875.2
863;31499.5;9073.67;41;1875.2
864;31497.9;9093;39;1875.2
865;31496.3;9112.49;39;1875.2
866;31494.7;9131.85;42;1875.2
867;31493.1;9151.37;40;1875.2
868;31491.5;9170.59;39;1875.2
869;31489.9;9189.92;44;1875.2
872;31485.1;8242.52;41;1875.2
873;31483.5;8261.75;41;1875.2
874;31481.9;8280.59;41;1875.2
875;31480.3;8299.61;41;1875.2
876;31478.7;8318.81;41;1875.2
877;31477.1;9342.39;41;1875.2
878;31475.5;8356.35;43;1875.2
879;31473.9;9380.04;41;1875.2
880;31472.3;9398.83;41;1875.2
881;31470.7;8412.75;39;1875.2
882;31469.1;8431.66;42;1875.2
883;31467.5;8450.14;41;1875.2
884;31465.9;9473.62;39;1875.2
886;31462.7;9510.72;38;1875.2
887;31461.1;9529.12;42;1875.2
888;31459.5;9547.75;39;1875.2
889;31457.9;9566.22;42;1875.2
890;31456.3;9584.39;42;1875.2
892;31453.1;8616.34;41;1875.2
893;31451.5;8634.44;41;1875.2
895;31448.3;8670.94;43;1875.2
896;31446.7;9693.86;41;1875.2
897;31445.1;8707.09;41;1875.2
898;31443.5;8725.05;43;1875.2
899;31441.9;9747.95;41;1875.2
900;31440.3;9765.95;43;1875.2
901;31438.7;8779.1;42;1875.2
902;31437.1;8796.93;40;1875.2
903;31435.5;9819.49;42;1875.2
904;31433.9;8832.63;41;1875.2
905;31432.3;8850.21;43;1875.2
906;31430.7;9872.73;41;1875.2
907;31429.1;8885.63;42;1875.2
908;31427.5;8715.11;41;1875.2
909;31425.9;8732.58;37;1875.2
910;31424.3;8938.66;41;1875.2
911;31422.7;8955.97;41;1875.2
912;31421.1;8973.49;41;1875.2
913;31419.5;8802.55;41;1875.2
914;31417.9;10013.3;41;1875.2
915;31416.3;9025.76;42;1875.2
916;31414.7;10048;38;1875.2
917;31413.1;8872.15;36;1875.2
918;31411.5;8889.43;40;1875.2
919;31409.9;9094.98;42;1875.2
920;31408.3;8923.66;38;1875.2
921;31406.7;8940.94;39;1875.2
922;31405.1;8957.91;45;1875.2
923;31403.5;9163.38;42;1875.2
924;31401.9;9180.4;40;1875.2
925;31400.3;9197.64;42;1875.2
926;31398.7;9026.09;41;1875.2
927;31397.1;9231.56;44;1875.2
928;31395.5;9059.81;41;1875.2
929;31393.9;10081.5;41;1875.2
930;31392.3;9281.91;41;1875.2
931;31390.7;9110.29;38;1875.2
932;31389.1;9127.19;43;1875.2
933;31387.5;9332.14;41;1875.2
934;31385.9;9160.46;42;1875.2
935;31384.3;9177.15;42;1875.2
936;31382.7;10386.9;41;1875.2
937;31381.1;9210.25;41;1875.2
938;31379.5;8661.78;39;1875.2
939;31377.9;9243.27;39;1875.2
940;31376.3;9448.24;40;1875.2
941;31374.7;9464.69;42;1875.2
942;31373.1;9292.67;36;1875.2
943;31371.5;9308.99;38;1875.2
944;31369.9;9325.21;41;1875.2
945;31368.3;10534.9;40;1875.2
946;31366.7;9358.01;41;1875.2
947;31365.1;9373.98;45;1875.2
948;31363.5;9390.2;41;1875.2
949;31361.9;9406.61;40;1875.2
950;31360.3;9422.61;43;1875.2
951;31358.7;9438.57;38;1875.2
952;31357.1;9643.14;42;1875.2
953;31355.5;9470.82;42;1875.2
954;31353.9;9486.83;36;1875.2
955;31352.3;9502.76;36;1875.2
956;31350.7;9518.59;41;1875.2
957;31349.1;9534.37;41;1875.2
958;31347.5;9550.31;39;1875.2
959;31345.9;9566.27;43;1875.2
960;31344.3;9582.05;38;1875.2
